location_id,lat,lon,crime_score,walk_score,NatWalkInd,light_count,light_score,safety_score,safe_label
sd_5876,32.95950000000001,-116.99400000000011,0.8941806110697107,0.258928571364477,5.833333333,0,0.0,0.5118224483759746,0
sd_5877,32.95950000000001,-116.98850000000012,0.8941806110697107,0.258928571364477,5.833333333,0,0.0,0.5118224483759746,0
sd_5878,32.95950000000001,-116.98300000000012,0.8941806110697107,0.258928571364477,5.833333333,0,0.0,0.5118224483759746,0
sd_5879,32.95950000000001,-116.97750000000012,0.8941806110697107,0.258928571364477,5.833333333,0,0.0,0.5118224483759746,0
sd_5880,32.95950000000001,-116.97200000000012,0.8941806110697107,0.258928571364477,5.833333333,0,0.0,0.5118224483759746,0
sd_5881,32.95950000000001,-116.96650000000012,0.8941806110697107,0.19642857141135203,4.666666667,0,0.0,0.49619744838769336,0
sd_5882,32.95950000000001,-116.96100000000013,0.8941806110697107,0.19642857141135203,4.666666667,0,0.0,0.49619744838769336,0
sd_5883,32.95950000000001,-116.95550000000013,0.8941806110697107,0.19642857141135203,4.666666667,0,0.0,0.49619744838769336,0
sd_5884,32.95950000000001,-116.95000000000013,0.8941806110697107,0.19642857141135203,4.666666667,0,0.0,0.49619744838769336,0
sd_5885,32.95950000000001,-116.94450000000013,0.8941806110697107,0.19642857141135203,4.666666667,0,0.0,0.49619744838769336,0
sd_5886,32.95950000000001,-116.93900000000014,0.8941806110697107,0.19642857141135203,4.666666667,0,0.0,0.49619744838769336,0
sd_5887,32.95950000000001,-116.93350000000014,0.8941806110697107,0.19642857141135203,4.666666667,0,0.0,0.49619744838769336,0
sd_5888,32.96400000000001,-117.28,0.8941806110697107,0.0,1.0,0,0.0,0.44709030553485535,0
sd_5889,32.96400000000001,-117.2745,0.8941806110697107,0.0,1.0,0,0.0,0.44709030553485535,0
sd_5890,32.96400000000001,-117.269,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_5891,32.96400000000001,-117.26350000000001,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_5892,32.96400000000001,-117.25800000000001,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_5893,32.96400000000001,-117.25250000000001,0.9656527335546372,0.42857142849489793,9.0,2,0.011111111111111112,0.5927470016788209,1
sd_5894,32.96400000000001,-117.24700000000001,0.9656527335546372,0.45535714277582906,9.5,0,0.0,0.5966656524712759,1
